score_type,score_time
ScoringDeckPd,0 days 00:00:00.020474
ScoringDeckPd,0 days 00:00:00.020813
ScoringDeckPd,0 days 00:00:00.025428
ScoringDeckPd,0 days 00:00:00.024619
ScoringDeckPd,0 days 00:00:00.021497
ScoringDeckPd,0 days 00:00:00.016124
ScoringDeckPd,0 days 00:00:00.016845
ScoringDeckPd,0 days 00:00:00.024359
ScoringDeckPd,0 days 00:00:00.028974
ScoringDeckPd,0 days 00:00:00.028790
ScoringDeckPd,0 days 00:00:00.020991
ScoringDeckPd,0 days 00:00:00.016396
ScoringDeckPd,0 days 00:00:00.017077
ScoringDeckPd,0 days 00:00:00.026748
ScoringDeckPd,0 days 00:00:00.020609
ScoringDeckPd,0 days 00:00:00.020667
ScoringDeckPd,0 days 00:00:00.020205
ScoringDeckPd,0 days 00:00:00.020204
ScoringDeckPd,0 days 00:00:00.023171
ScoringDeckPd,0 days 00:00:00.031655
ScoringDeckPd,0 days 00:00:00.029485
ScoringDeckPd,0 days 00:00:00.019741
ScoringDeckPd,0 days 00:00:00.020293
ScoringDeckPd,0 days 00:00:00.015598
ScoringDeckPd,0 days 00:00:00.018981
ScoringDeckPd,0 days 00:00:00.025418
ScoringDeckPd,0 days 00:00:00.030143
ScoringDeckPd,0 days 00:00:00.023799
ScoringDeckPd,0 days 00:00:00.032859
ScoringDeckPd,0 days 00:00:00.025445
ScoringDeckPd,0 days 00:00:00.027891
ScoringDeckPd,0 days 00:00:00.018229
ScoringDeckPd,0 days 00:00:00.020431
ScoringDeckPd,0 days 00:00:00.018674
ScoringDeckPd,0 days 00:00:00.020453
ScoringDeckPd,0 days 00:00:00.022887
ScoringDeckPd,0 days 00:00:00.029142
ScoringDeckPd,0 days 00:00:00.031405
ScoringDeckPd,0 days 00:00:00.020071
ScoringDeckPd,0 days 00:00:00.019741
ScoringDeckPd,0 days 00:00:00.014020
ScoringDeckPd,0 days 00:00:00.029572
ScoringDeckPd,0 days 00:00:00.037761
ScoringDeckPd,0 days 00:00:00.034226
ScoringDeckPd,0 days 00:00:00.027401
ScoringDeckPd,0 days 00:00:00.024717
ScoringDeckPd,0 days 00:00:00.022433
ScoringDeckPd,0 days 00:00:00.022462
ScoringDeckPd,0 days 00:00:00.022174
ScoringDeckPd,0 days 00:00:00.031120
ScoringDeckPd,0 days 00:00:00.023320
ScoringDeckPd,0 days 00:00:00.026785
ScoringDeckPd,0 days 00:00:00.013966
ScoringDeckPd,0 days 00:00:00.021764
ScoringDeckPd,0 days 00:00:00.020347
ScoringDeckPd,0 days 00:00:00.019849
ScoringDeckPd,0 days 00:00:00.032604
ScoringDeckPd,0 days 00:00:00.016571
ScoringDeckPd,0 days 00:00:00.022410
ScoringDeckPd,0 days 00:00:00.018515
ScoringDeckPd,0 days 00:00:00.019809
ScoringDeckPd,0 days 00:00:00.016813
ScoringDeckPd,0 days 00:00:00.025384
ScoringDeckPd,0 days 00:00:00.009074
ScoringDeckPd,0 days 00:00:00.022922
ScoringDeckPd,0 days 00:00:00.023620
ScoringDeckPd,0 days 00:00:00.015341
ScoringDeckPd,0 days 00:00:00.023892
ScoringDeckPd,0 days 00:00:00.021439
ScoringDeckPd,0 days 00:00:00.016123
ScoringDeckPd,0 days 00:00:00.015540
ScoringDeckPd,0 days 00:00:00.033931
ScoringDeckPd,0 days 00:00:00.024026
ScoringDeckPd,0 days 00:00:00.027170
ScoringDeckPd,0 days 00:00:00.027580
ScoringDeckPd,0 days 00:00:00.014544
ScoringDeckPd,0 days 00:00:00.025553
ScoringDeckPd,0 days 00:00:00.021351
ScoringDeckPd,0 days 00:00:00.025379
ScoringDeckPd,0 days 00:00:00.033963
ScoringDeckPd,0 days 00:00:00.026875
ScoringDeckPd,0 days 00:00:00.026124
ScoringDeckPd,0 days 00:00:00.015349
ScoringDeckPd,0 days 00:00:00.025066
ScoringDeckPd,0 days 00:00:00.037607
ScoringDeckPd,0 days 00:00:00.013634
ScoringDeckPd,0 days 00:00:00.011524
ScoringDeckPd,0 days 00:00:00.018129
ScoringDeckPd,0 days 00:00:00.023657
ScoringDeckPd,0 days 00:00:00.028054
ScoringDeckPd,0 days 00:00:00.027541
ScoringDeckPd,0 days 00:00:00.013301
ScoringDeckPd,0 days 00:00:00.015566
ScoringDeckPd,0 days 00:00:00.028611
ScoringDeckPd,0 days 00:00:00.019606
ScoringDeckPd,0 days 00:00:00.019079
ScoringDeckPd,0 days 00:00:00.028146
ScoringDeckPd,0 days 00:00:00.024140
ScoringDeckPd,0 days 00:00:00.030505
ScoringDeckPd,0 days 00:00:00.027354
ScoringDeckPd,0 days 00:00:00.020745
ScoringDeckPd,0 days 00:00:00.008247
ScoringDeckPd,0 days 00:00:00.032955
ScoringDeckPd,0 days 00:00:00.014033
ScoringDeckPd,0 days 00:00:00.041119
ScoringDeckPd,0 days 00:00:00.019821
ScoringDeckPd,0 days 00:00:00.020861
ScoringDeckPd,0 days 00:00:00.025868
ScoringDeckPd,0 days 00:00:00.017968
ScoringDeckPd,0 days 00:00:00.022752
ScoringDeckPd,0 days 00:00:00.016676
ScoringDeckPd,0 days 00:00:00.024341
ScoringDeckPd,0 days 00:00:00.031590
ScoringDeckPd,0 days 00:00:00.029034
ScoringDeckPd,0 days 00:00:00.022657
ScoringDeckPd,0 days 00:00:00.033067
ScoringDeckPd,0 days 00:00:00.027595
ScoringDeckPd,0 days 00:00:00.018832
ScoringDeckPd,0 days 00:00:00.021648
ScoringDeckPd,0 days 00:00:00.016783
ScoringDeckPd,0 days 00:00:00.020196
ScoringDeckPd,0 days 00:00:00.015989
ScoringDeckPd,0 days 00:00:00.017984
ScoringDeckPd,0 days 00:00:00.034046
ScoringDeckPd,0 days 00:00:00.026338
ScoringDeckPd,0 days 00:00:00.014552
ScoringDeckPd,0 days 00:00:00.016976
ScoringDeckPd,0 days 00:00:00.018590
ScoringDeckPd,0 days 00:00:00.023512
ScoringDeckPd,0 days 00:00:00.016012
ScoringDeckPd,0 days 00:00:00.017447
ScoringDeckPd,0 days 00:00:00.019800
ScoringDeckPd,0 days 00:00:00.031748
ScoringDeckPd,0 days 00:00:00.019587
ScoringDeckPd,0 days 00:00:00.027467
ScoringDeckPd,0 days 00:00:00.018028
ScoringDeckPd,0 days 00:00:00.019386
ScoringDeckPd,0 days 00:00:00.015240
ScoringDeckPd,0 days 00:00:00.026320
ScoringDeckPd,0 days 00:00:00.028182
ScoringDeckPd,0 days 00:00:00.017249
ScoringDeckPd,0 days 00:00:00.030352
ScoringDeckPd,0 days 00:00:00.020202
ScoringDeckPd,0 days 00:00:00.019558
ScoringDeckPd,0 days 00:00:00.020330
ScoringDeckPd,0 days 00:00:00.022901
ScoringDeckPd,0 days 00:00:00.015938
ScoringDeckPd,0 days 00:00:00.011422
ScoringDeckPd,0 days 00:00:00.029742
ScoringDeckPd,0 days 00:00:00.029612
ScoringDeckPd,0 days 00:00:00.021060
ScoringDeckPd,0 days 00:00:00.021787
ScoringDeckPd,0 days 00:00:00.024817
ScoringDeckPd,0 days 00:00:00.028702
ScoringDeckPd,0 days 00:00:00.024882
ScoringDeckPd,0 days 00:00:00.025062
ScoringDeckPd,0 days 00:00:00.037491
ScoringDeckPd,0 days 00:00:00.016560
ScoringDeckPd,0 days 00:00:00.022131
ScoringDeckPd,0 days 00:00:00.017257
ScoringDeckPd,0 days 00:00:00.022566
ScoringDeckPd,0 days 00:00:00.027066
ScoringDeckPd,0 days 00:00:00.028425
ScoringDeckPd,0 days 00:00:00.019083
ScoringDeckPd,0 days 00:00:00.035320
ScoringDeckPd,0 days 00:00:00.021291
ScoringDeckPd,0 days 00:00:00.011507
ScoringDeckPd,0 days 00:00:00.021193
ScoringDeckPd,0 days 00:00:00.019646
ScoringDeckPd,0 days 00:00:00.032034
ScoringDeckPd,0 days 00:00:00.015825
ScoringDeckPd,0 days 00:00:00.012398
ScoringDeckPd,0 days 00:00:00.020214
ScoringDeckPd,0 days 00:00:00.018055
ScoringDeckPd,0 days 00:00:00.009455
ScoringDeckPd,0 days 00:00:00.017858
ScoringDeckPd,0 days 00:00:00.023627
ScoringDeckPd,0 days 00:00:00.017452
ScoringDeckPd,0 days 00:00:00.023633
ScoringDeckPd,0 days 00:00:00.031777
ScoringDeckPd,0 days 00:00:00.023986
ScoringDeckPd,0 days 00:00:00.016538
ScoringDeckPd,0 days 00:00:00.031740
ScoringDeckPd,0 days 00:00:00.021739
ScoringDeckPd,0 days 00:00:00.023456
ScoringDeckPd,0 days 00:00:00.037692
ScoringDeckPd,0 days 00:00:00.021783
ScoringDeckPd,0 days 00:00:00.030475
ScoringDeckPd,0 days 00:00:00.020038
ScoringDeckPd,0 days 00:00:00.012831
ScoringDeckPd,0 days 00:00:00.033288
ScoringDeckPd,0 days 00:00:00.031338
ScoringDeckPd,0 days 00:00:00.029203
ScoringDeckPd,0 days 00:00:00.026351
ScoringDeckPd,0 days 00:00:00.017135
ScoringDeckPd,0 days 00:00:00.016785
ScoringDeckPd,0 days 00:00:00.027513
ScoringDeckPd,0 days 00:00:00.021214
ScoringDeckPd,0 days 00:00:00.025459
ScoringDeckPd,0 days 00:00:00.025377
ScoringDeckPd,0 days 00:00:00.018905
ScoringDeckPd,0 days 00:00:00.030350
ScoringDeckPd,0 days 00:00:00.024794
ScoringDeckPd,0 days 00:00:00.010518
ScoringDeckPd,0 days 00:00:00.032171
ScoringDeckPd,0 days 00:00:00.021410
ScoringDeckPd,0 days 00:00:00.008759
ScoringDeckPd,0 days 00:00:00.016416
ScoringDeckPd,0 days 00:00:00.022051
ScoringDeckPd,0 days 00:00:00.024245
ScoringDeckPd,0 days 00:00:00.013033
ScoringDeckPd,0 days 00:00:00.014616
ScoringDeckPd,0 days 00:00:00.015773
ScoringDeckPd,0 days 00:00:00.015764
ScoringDeckPd,0 days 00:00:00.015856
ScoringDeckPd,0 days 00:00:00.015806
ScoringDeckPd,0 days 00:00:00.015768
ScoringDeckPd,0 days 00:00:00.020978
ScoringDeckPd,0 days 00:00:00.019636
ScoringDeckPd,0 days 00:00:00.020801
ScoringDeckPd,0 days 00:00:00.019558
ScoringDeckPd,0 days 00:00:00.021938
ScoringDeckPd,0 days 00:00:00.033218
ScoringDeckPd,0 days 00:00:00.031988
ScoringDeckPd,0 days 00:00:00.018113
ScoringDeckPd,0 days 00:00:00.015709
ScoringDeckPd,0 days 00:00:00.013678
ScoringDeckPd,0 days 00:00:00.018066
ScoringDeckPd,0 days 00:00:00.018628
ScoringDeckPd,0 days 00:00:00.024144
ScoringDeckPd,0 days 00:00:00.023662
ScoringDeckPd,0 days 00:00:00.025537
ScoringDeckPd,0 days 00:00:00.024997
ScoringDeckPd,0 days 00:00:00.016034
ScoringDeckPd,0 days 00:00:00.019776
ScoringDeckPd,0 days 00:00:00.015827
ScoringDeckPd,0 days 00:00:00.019152
ScoringDeckPd,0 days 00:00:00.015968
ScoringDeckPd,0 days 00:00:00.023883
ScoringDeckPd,0 days 00:00:00.018935
ScoringDeckPd,0 days 00:00:00.033028
ScoringDeckPd,0 days 00:00:00.031659
ScoringDeckPd,0 days 00:00:00.014558
ScoringDeckPd,0 days 00:00:00.022419
ScoringDeckPd,0 days 00:00:00.010747
ScoringDeckPd,0 days 00:00:00.024333
ScoringDeckPd,0 days 00:00:00.019576
ScoringDeckPd,0 days 00:00:00.020931
ScoringDeckPd,0 days 00:00:00.013734
ScoringDeckPd,0 days 00:00:00.015945
ScoringDeckPd,0 days 00:00:00.018658
ScoringDeckPd,0 days 00:00:00.015653
ScoringDeckPd,0 days 00:00:00.015488
ScoringDeckPd,0 days 00:00:00.019049
ScoringDeckPd,0 days 00:00:00.020333
ScoringDeckPd,0 days 00:00:00.016068
ScoringDeckPd,0 days 00:00:00.015754
ScoringDeckPd,0 days 00:00:00.013786
ScoringDeckPd,0 days 00:00:00.021348
ScoringDeckPd,0 days 00:00:00.019175
ScoringDeckPd,0 days 00:00:00.026878
ScoringDeckPd,0 days 00:00:00.034120
ScoringDeckPd,0 days 00:00:00.020130
ScoringDeckPd,0 days 00:00:00.016801
ScoringDeckPd,0 days 00:00:00.031103
ScoringDeckPd,0 days 00:00:00.027215
ScoringDeckPd,0 days 00:00:00.031614
ScoringDeckPd,0 days 00:00:00.035540
ScoringDeckPd,0 days 00:00:00.015780
ScoringDeckPd,0 days 00:00:00.017719
ScoringDeckPd,0 days 00:00:00.042455
ScoringDeckPd,0 days 00:00:00.033403
ScoringDeckPd,0 days 00:00:00.033785
ScoringDeckPd,0 days 00:00:00.024634
ScoringDeckPd,0 days 00:00:00.025428
ScoringDeckPd,0 days 00:00:00.016835
ScoringDeckPd,0 days 00:00:00.015745
ScoringDeckPd,0 days 00:00:00.040305
ScoringDeckPd,0 days 00:00:00.019701
ScoringDeckPd,0 days 00:00:00.023956
ScoringDeckPd,0 days 00:00:00.058677
ScoringDeckPd,0 days 00:00:00.023219
ScoringDeckPd,0 days 00:00:00.024631
ScoringDeckPd,0 days 00:00:00.021737
ScoringDeckPd,0 days 00:00:00.031679
ScoringDeckPd,0 days 00:00:00.019952
ScoringDeckPd,0 days 00:00:00.042764
ScoringDeckPd,0 days 00:00:00.012461
ScoringDeckPd,0 days 00:00:00.025984
ScoringDeckPd,0 days 00:00:00.017270
ScoringDeckPd,0 days 00:00:00.024262
ScoringDeckPd,0 days 00:00:00.021829
ScoringDeckPd,0 days 00:00:00.031663
ScoringDeckPd,0 days 00:00:00.026198
ScoringDeckPd,0 days 00:00:00.027345
ScoringDeckPd,0 days 00:00:00.029844
ScoringDeckPd,0 days 00:00:00.031965
ScoringDeckPd,0 days 00:00:00.024427
ScoringDeckPd,0 days 00:00:00.030233
ScoringDeckPd,0 days 00:00:00.029531
ScoringDeckPd,0 days 00:00:00.016540
ScoringDeckPd,0 days 00:00:00.016276
ScoringDeckPd,0 days 00:00:00.015223
ScoringDeckPd,0 days 00:00:00.016750
ScoringDeckPd,0 days 00:00:00.021035
ScoringDeckPd,0 days 00:00:00.026924
ScoringDeckPd,0 days 00:00:00.024199
ScoringDeckPd,0 days 00:00:00.029483
ScoringDeckPd,0 days 00:00:00.027780
ScoringDeckPd,0 days 00:00:00.019782
ScoringDeckPd,0 days 00:00:00.019359
ScoringDeckPd,0 days 00:00:00.018196
ScoringDeckPd,0 days 00:00:00.017713
ScoringDeckPd,0 days 00:00:00.019492
ScoringDeckPd,0 days 00:00:00.019505
ScoringDeckPd,0 days 00:00:00.025694
ScoringDeckPd,0 days 00:00:00.021296
ScoringDeckPd,0 days 00:00:00.027491
ScoringDeckPd,0 days 00:00:00.032131
ScoringDeckPd,0 days 00:00:00.020553
ScoringDeckPd,0 days 00:00:00.023953
ScoringDeckPd,0 days 00:00:00.022120
ScoringDeckPd,0 days 00:00:00.021629
ScoringDeckPd,0 days 00:00:00.028950
ScoringDeckPd,0 days 00:00:00.033156
ScoringDeckPd,0 days 00:00:00.024548
ScoringDeckPd,0 days 00:00:00.024403
ScoringDeckPd,0 days 00:00:00.027797
ScoringDeckPd,0 days 00:00:00.022451
ScoringDeckPd,0 days 00:00:00.032210
ScoringDeckPd,0 days 00:00:00.023800
ScoringDeckPd,0 days 00:00:00.029835
ScoringDeckPd,0 days 00:00:00.025390
ScoringDeckPd,0 days 00:00:00.025436
ScoringDeckPd,0 days 00:00:00.016025
ScoringDeckPd,0 days 00:00:00.016022
ScoringDeckPd,0 days 00:00:00.016172
ScoringDeckPd,0 days 00:00:00.022076
ScoringDeckPd,0 days 00:00:00.030604
ScoringDeckPd,0 days 00:00:00.038500
ScoringDeckPd,0 days 00:00:00.032678
ScoringDeckPd,0 days 00:00:00.015874
ScoringDeckPd,0 days 00:00:00.016205
ScoringDeckPd,0 days 00:00:00.032038
ScoringDeckPd,0 days 00:00:00.033555
ScoringDeckPd,0 days 00:00:00.022546
ScoringDeckPd,0 days 00:00:00.025766
ScoringDeckPd,0 days 00:00:00.026954
ScoringDeckPd,0 days 00:00:00.024784
ScoringDeckPd,0 days 00:00:00.035755
ScoringDeckPd,0 days 00:00:00.033528
ScoringDeckPd,0 days 00:00:00.035007
ScoringDeckPd,0 days 00:00:00.033669
ScoringDeckPd,0 days 00:00:00.032036
ScoringDeckPd,0 days 00:00:00.024060
ScoringDeckPd,0 days 00:00:00.021978
ScoringDeckPd,0 days 00:00:00.031730
ScoringDeckPd,0 days 00:00:00.024270
ScoringDeckPd,0 days 00:00:00.024765
ScoringDeckPd,0 days 00:00:00.023070
ScoringDeckPd,0 days 00:00:00.033433
ScoringDeckPd,0 days 00:00:00.025015
ScoringDeckPd,0 days 00:00:00.015159
ScoringDeckPd,0 days 00:00:00.017850
ScoringDeckPd,0 days 00:00:00.019765
ScoringDeckPd,0 days 00:00:00.060842
ScoringDeckPd,0 days 00:00:00.066512
ScoringDeckPd,0 days 00:00:00.060606
ScoringDeckPd,0 days 00:00:00.074369
ScoringDeckPd,0 days 00:00:00.083153
ScoringDeckPd,0 days 00:00:00.079661
ScoringDeckPd,0 days 00:00:00.060174
ScoringDeckPd,0 days 00:00:00.076777
ScoringDeckPd,0 days 00:00:00.064582
ScoringDeckPd,0 days 00:00:00.058085
ScoringDeckPd,0 days 00:00:00.065477
ScoringDeckPd,0 days 00:00:00.057921
ScoringDeckPd,0 days 00:00:00.079817
ScoringDeckPd,0 days 00:00:00.058635
ScoringDeckPd,0 days 00:00:00.069749
ScoringDeckPd,0 days 00:00:00.063094
ScoringDeckPd,0 days 00:00:00.060770
ScoringDeckPd,0 days 00:00:00.068184
ScoringDeckPd,0 days 00:00:00.059174
ScoringDeckPd,0 days 00:00:00.063355
ScoringDeckPd,0 days 00:00:00.063748
ScoringDeckPd,0 days 00:00:00.061242
ScoringDeckPd,0 days 00:00:00.073274
ScoringDeckPd,0 days 00:00:00.063520
ScoringDeckPd,0 days 00:00:00.063137
ScoringDeckPd,0 days 00:00:00.067801
ScoringDeckPd,0 days 00:00:00.068923
ScoringDeckPd,0 days 00:00:00.063615
ScoringDeckPd,0 days 00:00:00.063955
ScoringDeckPd,0 days 00:00:00.064021
ScoringDeckPd,0 days 00:00:00.066005
ScoringDeckPd,0 days 00:00:00.063715
ScoringDeckPd,0 days 00:00:00.068617
ScoringDeckPd,0 days 00:00:00.064872
ScoringDeckPd,0 days 00:00:00.047470
ScoringDeckPd,0 days 00:00:00.064100
ScoringDeckPd,0 days 00:00:00.060861
ScoringDeckPd,0 days 00:00:00.062825
ScoringDeckPd,0 days 00:00:00.063932
ScoringDeckPd,0 days 00:00:00.048531
ScoringDeckPd,0 days 00:00:00.063498
ScoringDeckPd,0 days 00:00:00.056424
ScoringDeckPd,0 days 00:00:00.047742
ScoringDeckPd,0 days 00:00:00.067169
ScoringDeckPd,0 days 00:00:00.062580
ScoringDeckPd,0 days 00:00:00.063401
ScoringDeckPd,0 days 00:00:00.053688
ScoringDeckPd,0 days 00:00:00.065584
ScoringDeckPd,0 days 00:00:00.062430
ScoringDeckPd,0 days 00:00:00.059369
ScoringDeckPd,0 days 00:00:00.056390
ScoringDeckPd,0 days 00:00:00.059948
ScoringDeckPd,0 days 00:00:00.063969
ScoringDeckPd,0 days 00:00:00.066720
ScoringDeckPd,0 days 00:00:00.095703
ScoringDeckPd,0 days 00:00:00.015941
ScoringDeckPd,0 days 00:00:00.022344
ScoringDeckPd,0 days 00:00:00.032854
ScoringDeckPd,0 days 00:00:00.031524
ScoringDeckPd,0 days 00:00:00.008324
ScoringDeckPd,0 days 00:00:00.011769
ScoringDeckPd,0 days 00:00:00.018776
ScoringDeckPd,0 days 00:00:00.018755
ScoringDeckPd,0 days 00:00:00.020889
ScoringDeckPd,0 days 00:00:00.015776
ScoringDeckPd,0 days 00:00:00.015796
ScoringDeckPd,0 days 00:00:00.026507
ScoringDeckPd,0 days 00:00:00.009133
ScoringDeckPd,0 days 00:00:00.013529
ScoringDeckPd,0 days 00:00:00.019855
ScoringDeckPd,0 days 00:00:00.005686
ScoringDeckPd,0 days 00:00:00.020592
ScoringDeckPd,0 days 00:00:00.030098
ScoringDeckPd,0 days 00:00:00.031678
ScoringDeckPd,0 days 00:00:00.017791
ScoringDeckPd,0 days 00:00:00.018822
ScoringDeckPd,0 days 00:00:00.015761
ScoringDeckPd,0 days 00:00:00.025845
ScoringDeckPd,0 days 00:00:00.026276
ScoringDeckPd,0 days 00:00:00.024934
ScoringDeckPd,0 days 00:00:00.035863
ScoringDeckPd,0 days 00:00:00.033978
ScoringDeckPd,0 days 00:00:00.016701
ScoringDeckPd,0 days 00:00:00.026333
ScoringDeckPd,0 days 00:00:00.020737
ScoringDeckPd,0 days 00:00:00.047374
ScoringDeckPd,0 days 00:00:00.028332
ScoringDeckPd,0 days 00:00:00.027092
ScoringDeckPd,0 days 00:00:00.031669
ScoringDeckPd,0 days 00:00:00.033060
ScoringDeckPd,0 days 00:00:00.028039
ScoringDeckPd,0 days 00:00:00.021624
ScoringDeckPd,0 days 00:00:00.025659
ScoringDeckPd,0 days 00:00:00.017197
ScoringDeckPd,0 days 00:00:00.018566
ScoringDeckPd,0 days 00:00:00.019467
ScoringDeckPd,0 days 00:00:00.020302
ScoringDeckPd,0 days 00:00:00.037739
ScoringDeckPd,0 days 00:00:00.016873
ScoringDeckPd,0 days 00:00:00.023508
ScoringDeckPd,0 days 00:00:00.025068
ScoringDeckPd,0 days 00:00:00.028959
ScoringDeckPd,0 days 00:00:00.018589
ScoringDeckPd,0 days 00:00:00.024120
ScoringDeckPd,0 days 00:00:00.033857
ScoringDeckPd,0 days 00:00:00.019749
ScoringDeckPd,0 days 00:00:00.016091
ScoringDeckPd,0 days 00:00:00.035665
ScoringDeckPd,0 days 00:00:00.018579
ScoringDeckPd,0 days 00:00:00.022772
ScoringDeckPd,0 days 00:00:00.032537
ScoringDeckPd,0 days 00:00:00.024486
ScoringDeckPd,0 days 00:00:00.020685
ScoringDeckPd,0 days 00:00:00.016541
ScoringDeckPd,0 days 00:00:00.023315
ScoringDeckPd,0 days 00:00:00.016334
ScoringDeckPd,0 days 00:00:00.020339
ScoringDeckPd,0 days 00:00:00.018537
ScoringDeckPd,0 days 00:00:00.017930
ScoringDeckPd,0 days 00:00:00.013257
ScoringDeckPd,0 days 00:00:00.017437
ScoringDeckPd,0 days 00:00:00.007758
